Id,Country,Location Name,Missing,Missing Description,Total Missing,Total Missing Description
3596.0,CHINA,CHINA:  SHANDONG PROVINCE,,,,
3599.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
3618.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8013.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8014.0,CHINA,CHINA:  NEI MONGOL,,,,
3659.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8015.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
3671.0,CHINA,CHINA:  LIAONING PROVINCE,,,,
3679.0,CHINA,CHINA:  HEILONGJIANG PROVINCE,,,,
8016.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
3686.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
3695.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
3696.0,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,,,,
7892.0,CHINA,CHINA:  NEI MONGOL:  TONGLIAO,,,,
3739.0,CHINA,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE,,,,
8017.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8018.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8019.0,CHINA,CHINA:  XINJIANG,,,,
3807.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
3851.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
8020.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8021.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
10270.0,CHINA,CHINA:  SHANDONG PROVINCE,,,,
3878.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
3881.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8022.0,CHINA,CHINA:  GUIZHOU PROVINCE,,,,
8023.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8024.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8025.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8026.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
3984.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
8027.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8031.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
4001.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
8032.0,CHINA,CHINA: SICHUAN PROVINCE,,,,
8033.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
8034.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8035.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8036.0,CHINA,CHINA:  GANSU PROVINCE,,,,
8038.0,CHINA,CHINA:  ANHUI PROVINCE,,,,
8039.0,CHINA,CHINA: NEI MONGOL,,,,
8040.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
4070.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8041.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8054.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8043.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8029.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8044.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8045.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
8046.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
8047.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
8048.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8049.0,CHINA,CHINA:  GUANGXI PROVINCE,,,,
8050.0,CHINA,CHINA:  HENAN PROVINCE,,,,
8051.0,CHINA,CHINA:  SHAANXI PROVINCE,,,,
8030.0,CHINA,CHINA:  XINGJIANG,,,,
8055.0,CHINA,CHINA:  GANSU PROVINCE,,,,
8056.0,CHINA,CHINA:  JILIN PROVINCE,,,,
8057.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8058.0,CHINA,CHINA:  HUBEI PROVINCE,,,,
8059.0,CHINA,CHINA: XINJIANG,,,,
8060.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8061.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8062.0,CHINA,CHINA:  GANSU PROVINCE,,,,
8052.0,CHINA,CHINA:  GUANGDONG PROVINCE,,,,
8063.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8064.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
8065.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8066.0,CHINA,CHINA:  XINJIANG,,,,
8067.0,CHINA,CHINA:  NINGXIA,,,,
8068.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
8069.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8070.0,CHINA,CHINA:  HEILONGJIANG PROVINCE,,,,
8028.0,CHINA,CHINA:  XINJIANG,,,,
8071.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8073.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
8074.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
8076.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8077.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8078.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8079.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8080.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8081.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
4359.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
8082.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
4364.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
8083.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
8084.0,CHINA,CHINA:  HEBEI PROVINCE,,,,
8085.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8086.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
8087.0,CHINA,CHINA:  JILIN PROVINCE,,,,
8088.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
7973.0,CHINA,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",,,,
7974.0,CHINA,CHINA: SICHUAN PROVINCE,,,,
7975.0,CHINA,CHINA:  HEBEI PROVINCE:  SHULU,,,,
7976.0,CHINA,CHINA:  SHANXI PROVINCE,,,,
7972.0,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,,,,
4489.0,CHINA,CHINA:  BOHAI SEA,,,,
4492.0,CHINA,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,,,,
8089.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
4513.0,CHINA,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,,,,
7923.0,CHINA,CHINA:  SICHUAN PROVINCE:  MABIAN,,,,
4624.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
4640.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
7924.0,CHINA,CHINA:  JIANGSU PROVINCE,,,,
4658.0,CHINA,"CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",,,,
4681.0,CHINA,"CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN",,,,
4725.0,CHINA,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,,,,
4726.0,CHINA,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,,,,
4735.0,CHINA,CHINA:  NE:  TANGSHAN,,,,
4737.0,CHINA,CHINA:  NE:  TANGSHAN,,,,
4839.0,CHINA,CHINA:  JIANGSU PROVINCE:  LIYANG,,,,
4841.0,CHINA,CHINA:  NEI MONGOL:  WU-YUAN,,,,
4911.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
4942.0,CHINA,CHINA:  GANSU PROVINCE,,,,
4944.0,CHINA,CHINA:  SICHUAN PROVINCE:  GARZE,,,,
4962.0,CHINA,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,,,,
4974.0,CHINA,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA,,,,
5002.0,CHINA,"CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE",,,,
5064.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
5072.0,CHINA,CHINA:  S XINJIANG:  WUQUA-SHUFU,,,,
5122.0,CHINA,CHINA:  S XINJIANG PROVINCE:  BAICHENG,,,,
5123.0,CHINA,"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",,,,
5137.0,CHINA,CHINA:  GANZHOU PROVINCE:  XUNWU,,,,
5154.0,CHINA,CHINA:  LINGWU,,,,
5176.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
5178.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
5179.0,CHINA,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",,,,
5192.0,CHINA,CHINA:  SICHUAN PROVINCE:  BATANG,,,,
5197.0,CHINA,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",,,,
5211.0,CHINA,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,,,,
5215.0,CHINA,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,,,,
5218.0,CHINA,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,,,,
5230.0,CHINA,CHINA:  S XINJIANG:  WUQIA COUNTY,,,,
5233.0,CHINA,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,,,,
5262.0,CHINA,CHINA:  GANSU PROVINCE:  TIANZHU,,,,
5276.0,CHINA,CHINA:  S XINJIANG:  KALPIN,,,,
5277.0,CHINA,"CHINA:  NE, DATONG",,,,
6483.0,CHINA,CHINA:  S. CHINA SEA,,,,
5346.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
5350.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,,,,
5369.0,CHINA,CHINA:  SOUTHERN XINJIANG:  SHUFU,,,,
5370.0,CHINA,CHINA:  QINGHAI PROVINCE:  GONGHE,,,,
5398.0,CHINA,"CHINA:  GUANGXI PROVINCE, GUANDONG PROVINCE",,,,
5414.0,CHINA,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",,,,
5415.0,CHINA,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",,,,
5424.0,CHINA,CHINA:  YUNNAN PROVINCE:  WUDING,,,,
5430.0,CHINA,CHINA:  YUNNAN PROVINCE:  LIJIANG,,,,
5436.0,CHINA,"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",,,,
5439.0,CHINA,"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT",,,,
5446.0,CHINA,CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY,,,,
5452.0,CHINA,"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI",,,,
5455.0,CHINA,"CHINA:  S. XINJIANG, JIASHI COUNTY",,,,
5456.0,CHINA,CHINA:  S. XINJIANG,,,,
5457.0,CHINA,"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA",,,,
5476.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
5481.0,CHINA,"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",,,,
5488.0,CHINA,"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR",,,,
5494.0,CHINA,CHINA:  SOUTHERN XINJIANG,,,,
5503.0,CHINA,CHINA:  SOUTHERN XINJIANG:  JIASHI,,,,
5509.0,CHINA,"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",,,,
5511.0,CHINA,CHINA:  YUNNAN PROVINCE  SOUTHEASTERN,,,,
5518.0,CHINA,CHINA:  NE: ZHANGBEI COUNTY,,,,
5541.0,CHINA,CHINA:  SHANXI:  NORTHEASTERN,,,,
5544.0,CHINA,CHINA:  YUNNAN PROVINCE:  CHENGJIANG,,,,
5546.0,CHINA,CHINA:  NORTHEASTERN:  SANJIANFANG,,,,
5552.0,CHINA,CHINA:  LIAONING PROVINCE,,,,
5553.0,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,,,,
5562.0,CHINA,CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR,,,,
5575.0,CHINA,CHINA:  YUNNAN PROVINCE:  WUDING,,,,
5593.0,CHINA,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",,,,
5598.0,CHINA,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,,,,
5605.0,CHINA,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,,,,
5611.0,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHENG,,,,
5612.0,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,,,,
5642.0,CHINA,CHINA:  SICHUAN PROVINCE:  RULONG,,,,
5667.0,CHINA,CHINA:  GANSU PROVINCE:  YUMNE,,,,
5669.0,CHINA,CHINA:  XINJIANG:  WUQIA,,,,
5685.0,CHINA,CHINA:  N. XINJIANG:  URUMQI,,,,
5682.0,CHINA,CHINA:  S. XINJIANG:  BACHU,,,,
5683.0,CHINA,CHINA:  S. XINJIANG:  BACHU,,,,
5691.0,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,,,,
5693.0,CHINA,CHINA:  S. XINJIANG:  YOPURGA,,,,
5707.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
5716.0,CHINA,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",,,,
5717.0,CHINA,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",,,,
5731.0,CHINA,CHINA:  YUNNAN PROVINCE:  DAYAO,,,,
5732.0,CHINA,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",,,,
5733.0,CHINA,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",,,,
5734.0,CHINA,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",,,,
5737.0,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,,,,
5738.0,CHINA,CHINA:  XINJIANG:  ZHAOSU,,,,
5768.0,CHINA,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",,,,
5778.0,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,,,,
5796.0,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,,,,
5801.0,CHINA,CHINA:  GANSU PROVINCE,,,,
5806.0,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,,,,
5842.0,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,,,,
5846.0,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,,,,
6763.0,CHINA,CHINA:  DAQING,,,,
6766.0,CHINA,CHINA:  YUNNAN PROVINCE:  HUIZE,,,,
6769.0,CHINA,CHINA:  YUNNAN PROVINCE:  WENSHAN,,,,
6825.0,CHINA,CHINA:  GUANGXI PROVINCE,,,,
6828.0,CHINA,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",,,,
7235.0,CHINA,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",,,,
7240.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
7250.0,CHINA,CHINA:  GANSU PROVINCE,,,,
7321.0,CHINA,CHINA:  YANJIN,,,,
7367.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
7411.0,CHINA,CHINA:  HUBEI,,,,
7412.0,CHINA,CHINA:  NEI MONGOL,,,,
7418.0,CHINA,CHINA:  XINJIANG PROVINCE:  NORTH,,,,
7453.0,CHINA,CHINA:  GANSU PROVINCE,,,,
7454.0,CHINA,CHINA:  GANSU PROVINCE,,,,
7525.0,CHINA,CHINA:  YUNNAN PROVINCE:  NING'ER,,,,
7595.0,CHINA,CHINA:  XINJIANG:  TEKES,,,,
7875.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
7843.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
7881.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8124.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8165.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8167.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8168.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8171.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8172.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8174.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
8132.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
8161.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
8207.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
8254.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
9834.0,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,,,,
8279.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
8389.0,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,,,,
8390.0,CHINA,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,,,,
8492.0,CHINA,CHINA:  CHONGQING PROVINCE:  RONGCHANG,,,,
8512.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
8431.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8752.0,CHINA,CHINA:  SICHUAN PROVINCE: MOXI,,,,
9052.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
8972.0,CHINA,CHINA:  QINGHAI PROVINCE:  YUSHU,,,,
9771.0,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",,,,
9830.0,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,,,,
9836.0,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,,,,
9847.0,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,,,,
9857.0,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,,,,
9859.0,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,,,,
9860.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
9862.0,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,,,,
9872.0,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",,,,
9849.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
9891.0,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",,,,
10573.0,CHINA,CHINA: XINJIANG,,,,
9919.0,CHINA,CHINA:  YUNNAN AND SICHUAN PROVINCES,,,,
9924.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
9950.0,CHINA,CHINA:  JIANGSU PROVINCE,,,,
9937.0,CHINA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,,,,
9944.0,CHINA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,,,,
9965.0,CHINA,CHINA:  YUNNAN PROVINCE:  QIAOJIA,,,,
9967.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
10000.0,CHINA,CHINA:  XINJIAN PROVINCE:  S,,,,
10018.0,CHINA,"CHINA:   GANSU:  DINGXI, MIN",,,,
10296.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,,,,
10297.0,CHINA,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,,,,
10031.0,CHINA,CHINA:  YUNNAN PROVINCE:  BENZILAN,,,,
10306.0,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,,,,
10678.0,CHINA,CHINA:  HUBEI PROVINCE,,,,
10073.0,CHINA,CHINA:  XINJIANG PROVINCE:  YUTIAN,,,,
10081.0,CHINA,CHINA:  YUNNAN PROVINCE:  XILUODU,,,,
10677.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
10097.0,CHINA,CHINA:  YUNNAN PROVINCE:  YINGJIANG,,,,
10112.0,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHAN,,,,
10116.0,CHINA,CHINA:   YUNNAN PROVINCE:  YONGPING,,,,
10121.0,CHINA,CHINA:  SICHUAN PROVINCE:  GARZE,,,,
10128.0,CHINA,CHINA:  YUNNAN PROVINCE:  YONGPING,,,,
10320.0,CHINA,CHINA:  SICHUAN PROVINCE:  LESHAN,,,,
10127.0,CHINA,CHINA:  YUNNAN PROVINCE,,,,
10125.0,CHINA,CHINA:  XINJIANG PROVINCE:  SHAWAN,,,,
10335.0,CHINA,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",,,,
10132.0,CHINA,CHINA:  ANHUI PROVINCE:  FUYANG,,,,
10152.0,CHINA,CHINA:  S. XINJIANG:  HOTAN,,,,
10178.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),,,,
10610.0,CHINA,CHINA: YUNNAN PROVINCE: SHIMEN,,,,
10366.0,CHINA,CHINA:  GUANGXI PROVINCE,,,,
10386.0,CHINA,CHINA:  XINJIANG PROVINCE:  KASHGAR,,,,
10380.0,CHINA,CHINA:  N. XINJIANG:  URUMQI,,,,
10468.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
10248.0,CHINA,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",,,,
10261.0,CHINA,CHINA:  SICHUAN PROVINCE:  ABA,,,,
10262.0,CHINA,CHINA:  XINGJIANG: BORTALA,,,,
10473.0,CHINA,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,,,,
10285.0,CHINA,CHINA: CHONGQING: WULONG,,,,
10339.0,CHINA,CHINA:  JILIN PROVINCE:  NINGJIANG,,,,
10353.0,CHINA,CHINA:   YUNNAN PROVINCE:  YUXI,,,,
10368.0,CHINA,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,,,,
10381.0,CHINA,CHINA:  SICHUAN:  YIBIN,,,,
10385.0,CHINA,CHINA:  SICHUAN:  YIBIN,,,,
10395.0,CHINA,CHINA:  SICHUAN PROVINCE: RONGXIAN,,,,
10410.0,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,,,,
10417.0,CHINA,CHINA:  SICHUAN:  YIBIN,,,,
10439.0,CHINA,CHINA:  SICHUAN PROVINCE: NEIJIANG,,,,
10460.0,CHINA,CHINA:  GUANGXI PROVINCE,,,,
10463.0,CHINA,CHINA:  SICHUAN PROVINCE: NEIJIANG,,,,
10474.0,CHINA,CHINA:  XINJIANG PROVINCE,,,,
10488.0,CHINA,CHINA:  QINGHAI PROVINCE,,,,
10494.0,CHINA,CHINA:   YUNNAN PROVINCE:  QIAOJIA,,,,
10538.0,CHINA,CHINA: XINGJIANG: AKSU,,,,
10544.0,CHINA,"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",,,,
10594.0,CHINA,CHINA: QINGHAI PROVINCE,,,,
10575.0,CHINA,CHINA: SICHUAN PROVINCE: LUXIAN (LU),,,,
10660.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
10597.0,CHINA,"CHINA: QINGHAI, GANSU",,,,
10627.0,CHINA,CHINA: SICHUAN PROVINCE,,,,
10631.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
10642.0,CHINA,CHINA:  SICHUAN PROVINCE,,,,
10730.0,CHINA,CHINA:   YUNNAN PROVINCE,,,,
10702.0,CHINA,CHINA: SHANGDONG PROVINCE: PINGYUAN,,,,
10726.0,CHINA,CHINA:  GANSU PROVINCE: JISHISHAN,,,,
10728.0,CHINA,CHINA: XINJIANG PROVINCE;  KAZAKHSTAN,,,,
2598.0,PHILIPPINES,"PHILIPPINES:  LUZON:  E TAYABAS,CALAUAG BAY",,,,
2601.0,PHILIPPINES,PHILIPPINES:  LUZON,,,,
2626.0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  LANAO, COTABATO",,,,
2632.0,PHILIPPINES,"PHILIPPINES:  ILOILO,PANAY",,,,
2665.0,PHILIPPINES,PHILIPPINES:  DAVAO GULF,,,,
6245.0,PHILIPPINES,PHILIPPINES:  W. LUZON ISLAND:  TUBURAN,,,,
2807.0,PHILIPPINES,PHILIPPINES:  SE LUZON:  CAMARINES,,,,
7866.0,PHILIPPINES,PHILIPPINES:  SE LUZON:  CAMARINES,,,,
2811.0,PHILIPPINES,"PHILIPPINES:  N LUZON:  TUGUEGARAO,LAOAG,N ILOCOS",,,,
2829.0,PHILIPPINES,PHILIPPINES:  SE LUZON:  CAMARINES,,,,
2832.0,PHILIPPINES,PHILIPPINES:  MINDANAO,,,,
2858.0,PHILIPPINES,PHILIPPINES:  MINDANAO:  E,,,,
6541.0,PHILIPPINES,PHILIPPINES:  SULU SEA,,,,
8391.0,PHILIPPINES,PHILIPPINES:  LUZON:  TAAL VOLCANO,,,,
2940.0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN",,,,
2965.0,PHILIPPINES,PHILIPPINES:  SORSOGON,,,,
2975.0,PHILIPPINES,PHILIPPINES,,,,
3031.0,PHILIPPINES,"PHILIPPINES:  SABTAN,BATAN",,,,
6314.0,PHILIPPINES,PHILIPPINES:  W. LUZON ISLAND,,,,
3044.0,PHILIPPINES,"PHILIPPINES:  PANAY:  PANAY,MAASIN",,,,
3078.0,PHILIPPINES,"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN",,,,
3109.0,PHILIPPINES,PHILIPPINES:  MINDANAO,,,,
3116.0,PHILIPPINES,PHILIPPINES:  MINDANAO:  COTABATO,,,,
3121.0,PHILIPPINES,"PHILIPPINES:  BATANES:  IVANA,SABTAN,SAN VICENTE",,,,
6580.0,PHILIPPINES,PHILIPPINES:  MINDANAO ISLAND,,,,
3134.0,PHILIPPINES,"PHILIPPINES:  NW PANAY, SW TABLAS, CARABAO I",,,,
3179.0,PHILIPPINES,PHILIPPINES:  E MINDANAO:  MANAY,,,,
3180.0,PHILIPPINES,PHILIPPINES:  MINDANAO:  E,,,,
3188.0,PHILIPPINES,PHILIPPINES:  CEBU I:  CEBU; MACTAN I,,,,
3191.0,PHILIPPINES,"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND",,,,
3192.0,PHILIPPINES,"PHILIPPINES:  SIATON,ZAMBOANGUITA",,,,
6281.0,PHILIPPINES,PHILIPPINES:  MINDANAO ISLAND,,,,
6285.0,PHILIPPINES,"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND",,,,
6290.0,PHILIPPINES,"PHILIPPINES: E MINDANAO: MATI,SURIGA",,,,
6291.0,PHILIPPINES,PHILIPPINES:  AGNO,,,,
3250.0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  SURIGAO,BUTUAN",,,,
6583.0,PHILIPPINES,"W. LUZON ISLAND, PHILIPPINES",,,,
3268.0,PHILIPPINES,PHILIPPINES:  LUZON:  W,,,,
3279.0,PHILIPPINES,"PHILIPPINES:  SAMAR I,  LAOANG I, BATAG I",,,,
3368.0,PHILIPPINES,PHILIPPINES:  SW MINDORO,,,,
3380.0,PHILIPPINES,"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY",,,,
3395.0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  HINATUAN,EBRO",,,,
3458.0,PHILIPPINES,"PHILIPPINES:  LUZON:  LAOAG,BACARRA,VIGAN,BATAC",,,,
3499.0,PHILIPPINES,"PHILIPPINES:  LUZON:  BAGUIO,BAUANG,LA UNION",,,,
3530.0,PHILIPPINES,PHILIPPINES:  LUZON,,,,
3598.0,PHILIPPINES,PHILIPPINES:  LUZON,,,,
6341.0,PHILIPPINES,"PHILIPPINES:  LUZON ISLAND, MINDOR ISLAND",,,,
3697.0,PHILIPPINES,PHILIPPINES:  MINDORO,,,,
